address,area,city,guest_recommendation,hotel_facilities,hotel_star_rating,latitude,longitude,property_name,property_type,site_review_count,site_review_rating,site_stay_review_rating,state,uniq_id,average_price
"christain basti , opposite passport seva kendra, walford",G.S. Road,Guwahati,100.0,Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Multi Lingual Staff|Kitchen available (home cook food on request)|Vegetarian Food / Jain Food Available|Food Facility|Internet Access Free|Party hall|Outdoor Parking - Secured|Parking Facility|Room Service|Suites,3,26.1783205,91.7530844,Awesome Palace,Guest House,1.0,4.0,Service Quality::4.0|Amenities::4.0|Food and Drinks::4.0|Value for Money::4.0|Location::4.0|Cleanliness::4.0,Assam,2920f553e0b0f114a40211123c8f2532,4000
"No.7 Sriram Nagar, Polur Road",Athiyanthal Village,Tiruvannamalai,85.0,"Babysitting/ Child Care (surcharge)|Banquet Facilities|Currency Exchange|Doctor on Call|Dry Cleaning|Gift Shop |Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Welcome Drinks|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Access Via Exterior Corridors|Multi - Line Phone|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Transfers Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Meditation Room| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|RO Water Purification System|Parking Facility",3,12.2358388,79.0263645,Arpanaa Hotel,Hotel,35.0,4.5,Service Quality::4.6|Amenities::4.6|Food and Drinks::4.8|Value for Money::4.6|Location::4.6|Cleanliness::4.9,Tamil Nadu,3e13111929e5f8b915710cdd05917ef6,4000
"Flat no 308,Block 2,Sarada Apartments II, Next lane to Axis Bank, Road No.1, Banjara Hills",Banjara Hills Area,Hyderabad,,Laundry Service Available|Medical Assistance Available|Suitable For Children|Room Service,0,15.9128998,79.7399875,Athidhi Guest House,Guest House,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Andhra Pradesh,c5d8f250660694b37f607854214171bd,800
"J. Tata Road, Churchgate Reclamation   Opp Eros Cinema mumbai 400020",Marine Lines,Mumbai,,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Restaurant,3,18.9304462,72.8260931,Astoria Hotel,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,d1234c020e19e5e98030716da4040d08,4000
Badrinath Road Tapovan Rishikesh,Tapovan,Rishikesh,70.0,Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Suitable For Children|Smoking Rooms|Fax Machine|Kitchen available (home cook food on request)| Bike on Rent|Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Air / Rail Booking|STD / ISD|Courier Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Parking Facility|Internet Access|Room Service|Trekking|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Paid Transfers|Stamps and Mailing Facility,2,30.131591,78.3241469,Bhagirathi Palace,Hotel,24.0,3.1,Service Quality::3.1|Amenities::3.0|Food and Drinks::2.8|Value for Money::3.2|Location::3.3|Cleanliness::3.0,Uttarakhand,cbdfaf2d8dbe6f02bed23b2ac1943fbe,2600
"Behind sardar petrol pump, kampoo, lashkar gwalior",Lashkar,Gwalior,91.0,Doctor on Call|Front Desk|24 Hour Front Desk|Parking Facility,0,26.1973344,78.1684973,Arihant Guest House.,Hotel,12.0,2.7,Service Quality::2.7|Amenities::2.6|Food and Drinks::3.6|Value for Money::2.8|Location::2.6|Cleanliness::2.6,Madhya Pradesh,3f4334033fd31e3c619bbc772cbebbe8,800
"2/372, Vishal Khand, Gomti Nagar Lucknow, Lucknow - 226001, Near CMS",Gomti Nagar,Lucknow,84.0,,0,26.8481666,80.98527,Avadh INN,BnB,13.0,3.8,Service Quality::3.5|Amenities::3.5|Food and Drinks::4.3|Value for Money::3.6|Location::3.8|Cleanliness::4.3,Uttar Pradesh,6173f765320f2d7a328f086437ef66d1,800
"No. 8 Kumaranasan Nagar, Kadavanthra, Kochi",Ernakulam,Ernakulam,,Laundry Service Available|Parking Facilities Available|Power Backup|Internet Access Free|Parking Facility,0,9.976876034,76.3026112597,Athithi Homes,Homestay,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,fa867dd5820f3d06006fe0465e5cd959,800
"S.N Junction, Punnamada, Alappuzha",Finishing Point Road,Alleppey,,Power Backup|Fire Safety,0,9.4980667,76.3388484,Bens Houseboats 4 Bed Room A/c DLX (2),Houseboat,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,2e98a37496c4e2f7338fb5bf5b6e5bc4,800
"Small Vagator Beach, Vagator Bardez Goa",Anjuna Area,Goa,63.0,"Swimming Pool|Airport Transfer Available / Surcharge|Bar / Lounge |Currency Exchange|Doctor on Call|Laundry Service Available|Night Club|Non Smoking Rooms|Front Desk|Locker Facility|Major Credit Cards Accepted|Welcome Drinks|Power Backup|Gardens|Wake-up Call / Service|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Veranda|Open Air Restaurant / Dining | Bike on Rent|Car Rental|Taxi Services|Newspapers In Lobby|Baggage Room|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Fire Safety",0,15.5945406935,73.7343353022,Antares Beach Resort,Resort,11.0,3.9,Service Quality::4.0|Amenities::3.7|Food and Drinks::3.4|Value for Money::3.8|Location::4.3|Cleanliness::3.5,Goa,cccf6365a9509be0bc7920bfa0280c5b,800
"MI Road, Opp Om Towers, next to ICICI Bank ATM",M I Road,Jaipur,93.0,Doctor on Call|Dry Cleaning|Games Zone|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Audio - Visual Equipment|Wake-up Call / Service|Coffee Shop / Cafe|Smoking Rooms|Veranda| Bike on Rent|Car Rental|Express Laundry|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Recreation Zone,2,26.9182202278,75.7997847462,Backpacker Panda Jaipur,Hostel,60.0,4.4,Service Quality::4.1|Amenities::4.3|Food and Drinks::4.8|Value for Money::4.3|Location::4.5|Cleanliness::4.8,Rajasthan,78f7b01980174f6dea0077e86ff1be64,2600
"A-23, Sector 51, Near Community Center, Noida",Sector 51,Noida,0.0,Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Suitable For Children|Car Rental|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service|Full Time Operation for All 7 Days|Security at All Hotel Entrances,0,28.5411427947,77.3828284668,Avasa Hotel,Hotel,2.0,1.3,Service Quality::1.3|Amenities::1.6|Food and Drinks::1.6|Value for Money::1.6|Location::1.3|Cleanliness::1.6,Uttar Pradesh,a6a457343e62227c29ecfff9db53d42a,800
"Village Bhimlat,Dist.Balaghat",Mukki Village,Kanha,,,1,22.2830364,80.6181218,Bagh Tola Kanha,Resort,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Madhya Pradesh,34f089d3ede4b15bebf99a791771ffd6,1500
"Chithirapuram P.O Thattathimukku, Anachal, Munnar  Munnar, Chithirapuram, Munnar 685565, India",Chithirapuram,Munnar,,Doctor on Call|Lobby|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Room Service (24 Hours)|First-Aid Kit at Front Desk,1,10.0889333,77.0595248,ANNAS HOMESTAY,Homestay,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,74ec8104a53ac3a02c144d713acff8f5,1500
"near hanuman temple,old foot bridge",Others,Alleppey,,Doctor on Call,0,9.4980667,76.3388484,Antonys Eco Houseboat,Houseboat,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,d3a644f85c4e116b1bf7a1d27463f4f8,800
"Udaipur Jhadol Road,  Near Nai Gaon, Udaipur",Lake Pichola Area,Udaipur,79.0,Swimming Pool|Bar / Lounge |Doctor on Call|Laundry Service Available|Lobby|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Gardens|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,3,24.5443247803,73.6441764164,Araliayas Resort,Resort,145.0,4.2,Service Quality::4.1|Amenities::4.1|Food and Drinks::4.0|Value for Money::4.2|Location::3.9|Cleanliness::4.1,Rajasthan,9e04643da8560c880e964a6c49f2bec6,4000
"139/C1, Next to G R Tech Park, Pattandur  Agrahara ITPL Main Road, Whitefield,   Bangalore-66",Whitefield,Bangalore,,Doctor on Call|Laundry Service Available|Lobby|Front Desk|Parking Facility,0,12.9715987,77.5945627,Bhagini Residency,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Karnataka,2024040d38799a36a550cb81fcc30d46,800
"Opp. Brijkishore Homeopathic College,Near Allahabad Bank,Devkali Road,Faizabad",Devkali Road,Faizabad,,Business Center |Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Power Backup|Karaoke |Internet Access Free|Outdoor Parking - Secured|Parking Facility|Room Service|Suites,1,28.6139391,77.2090212,AP House,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttar Pradesh,0734e8d7f352167dd25e5f54498831a4,1500
"Nandi Hills, hegedahalli village Banglore",Others,Bangalore,,Doctor on Call|Parking Facilities Available|Power Backup|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,0,13.370154,77.6834551,Aura Foothills,Homestay,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Karnataka,8b22ae224cdd21e8e69c58fc2d636f43,800
"Ayur County Mountain Resorts, Chinnakanal P.O, Munnar",Chinnakanal,Munnar,76.0,Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Conference Facility |Free Local Calls|Picnic Area|Nature Walk|Express Laundry|Taxi Services|Newspapers In Lobby|Room Service (24 Hours)| Cook Services|Party hall|Parking Facility,3,10.03087,77.1618783,Ayur County,Resort,69.0,3.7,Service Quality::3.5|Amenities::3.6|Food and Drinks::3.4|Value for Money::3.8|Location::4.0|Cleanliness::3.6,Kerala,5bef067461c4b9c4ff3efeeae0e70181,4000
"Anjuna German Bakery Road , next to German bakery and curlies shack,Anjuna, Goa",Anjuna Area,Goa,100.0,Swimming Pool|Parking Facilities Available|Power Backup|Internet Access Free|Outdoor Parking - Secured|Parking Facility|Room Service|Suites,3,15.2993265,74.123996,Bay Luxe,Hotel,2.0,4.0,Service Quality::4.0|Amenities::4.0|Food and Drinks::5.0|Value for Money::4.0|Location::3.8|Cleanliness::5.0,Goa,bb0c47c33a7db591fbacb7add085fca0,4000
"689/27 Opposite chand health club,model town",Sector-14,Rohtak,,Doctor on Call|Parking Facilities Available|Power Backup|Parking Facility,0,28.8890982,76.6138327,Basera Guest House,Guest House,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Haryana,8d36d65408bd1392acc0d77fe9ffab84,800
"Mandarmani, East Medinipur",Purba Medinipur,Mandarmani,100.0,Doctor on Call,2,21.659977,87.6908123,Arya Beach Resort Mandarmani,Resort,3.0,3.5,Service Quality::2.9|Amenities::2.5|Food and Drinks::2.6|Value for Money::3.5|Location::4.9|Cleanliness::4.6,West Bengal,1b1f387eecb3920313c074abf8a5c9de,2600
"Awas Rd., Near Awas Beach, Alibaug, Maharasthra 402201",Awas,Raigad,,Doctor on Call|Dry Cleaning|Parking Facilities Available|Front Desk|24 Hour Front Desk|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|Public Restrooms,0,18.7624023,72.8652243,Antiguo Alibaug,Bungalow,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,c2302c6fe66c031c017d3c9e23ebfa61,800
"N.H.Road, Central Munnar",Main Town,Munnar,72.0,Banquet Facilities|Business Center |Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Power Backup|Multi Lingual Staff|Conference Facility |Express Laundry|Food Facility|Newspapers In Lobby|Baggage Room|Parking Facility,3,10.0866509,77.0610071,Bellmount Resorts,Resort,80.0,4.2,Service Quality::4.1|Amenities::4.0|Food and Drinks::3.8|Value for Money::4.1|Location::4.4|Cleanliness::4.0,Kerala,53ac472d7ce902537ca169b31601161c,4000
"Bagmane Estate, Mallandor P.O 15",Mallandur,Chikmagalur,0.0,Doctor on Call|Gardens|Nature Walk|Veranda|Transfers Available|Village Visit ( Chargeable )|Taxi Services|Newspapers In Lobby|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility,1,13.3685736,75.6571751,Bean Stalk Bagmane Homestay,Homestay,0.0,0.0,Service Quality::0|Amenities::0|Food and Drinks::0|Value for Money::0|Location::0|Cleanliness::0,Karnataka,f1f5f13382a4e2235b6357323832dfa7,1500
"4D, 4th /Floor, 12B Russel Street",Others,Kolkata,,Laundry Service Available|Front Desk|Luggage Storage|Power Backup|Wake-up Call / Service|Parking Facility|Internet Access|Room Service,0,22.5827198,88.40827942,"Banayan Appartment ,Russell Street",Service Apartment,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,West Bengal,6013ccb2686b3751531e7e260914b192,800
"Baragarh Villa Baragarh Estate, Village Gurdorh, PO Larenkelo Distt. Kullu Himachal Pradesh","Aleo, Left Bank",Manali,,Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|24 Hour Front Desk|Gardens|Smoking Area |Transfers Available|Internet Access Free|Outdoor Parking - Secured|Parking Facility|Room Service,3,32.2396325,77.1887145,Baragarh Villa,Resort,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Himachal Pradesh,3fc4b8776a78c95a1d6f4fb1609edd93,4000
"VILL DAWADA, NH 21 MANALI  175131",Others,Manali,,Parking Facilities Available|Front Desk|Medical Assistance Available|Nature Walk|Food Facility|Parking Facility|Room Service,0,32.0965025688,77.1267876583,BAZIRA COTTAGES,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Himachal Pradesh,6c858c24e8eea56b71f2343c7b936382,800
"near helipad,cliff beach,varkala",Kurakkanni Cliff,Varkala,,Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|Welcome Drinks|Gardens|Boating|Nature Walk| Bike on Rent|Shopping Drop Facility (on fixed timings)|Internet Access Free|Newspapers In Lobby|Spa Services Nearby|Outdoor Parking - Secured|Parking Facility,0,28.6139391,77.2090212,Ayushi Ayurvedi Retreat,Guest House,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,33f7bc11a256834c5de6da51c145adcc,800
palath house po nattika beach Thrissur kerala 680566,nattika beach,Thrissur,,Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available|Public Restrooms,0,10.4184641,76.0994875,AVANTHIKA HOMESTAY,Homestay,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,0bc9a7d214c301411d4b8c208eecd530,800
"Anna Salai, Near. Bus Stand",Attuvampatti,Kodaikanal,,Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Power Backup|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Newspapers In Lobby|Guide / Sightseeing Service|Outdoor Parking - Secured|Restaurant|Room Service|CCTV|Porter Services Available|Security at All Hotel Entrances,0,10.235603779,77.4924222226,ASTORIA VEG,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Tamil Nadu,4cab174ce3b97d4f2f8364c38a1acd9a,800
"Kolamb village, Malvan",Kolamb Village,Malwan,,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Parking Facility|Room Service,0,16.1086061,73.471054,Arvind Niwas,Homestay,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,ed2d80c03ff0ecad8d95663af3f0868b,800
"No.4, E-Road, (Near Omni Bus Stand) Koyambedu",Koyambedu,Chennai,78.0,Air-Conditioning - Central|Internet Access Free|Room Service (24 Hours),2,13.0694273,80.1980712,Balaji Residency,Hotel,50.0,3.4,Service Quality::3.2|Amenities::3.2|Food and Drinks::2.9|Value for Money::3.4|Location::3.5|Cleanliness::3.4,Tamil Nadu,3a44cedbdfae317ba2c2fce56b62af0d,2600
"Near Nehru Enclave , Bari Jugallie Gomti Nagar,","Gomti Nagar,",Lucknow,44.0,Doctor on Call|Parking Facilities Available|Front Desk|Power Backup|Outdoor Parking - Secured|Parking Facility|Room Service,0,26.8619742962,80.9784085179,Aryan Hotel,Hotel,9.0,2.7,Service Quality::2.8|Amenities::2.7|Food and Drinks::2.0|Value for Money::3.0|Location::2.9|Cleanliness::2.3,Uttar Pradesh,e3562a590f21a0bd0040b3669e345587,800
"S.N Junction, Punnamada, Alappuzha",Finishing Point Road,Alleppey,,Power Backup|Fire Safety,0,9.4980667,76.3388484,Bens Houseboats 2 Bed Room A/c DLX (2),Houseboat,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,356383f2dba59239db4e4eae58bddd62,800
"31/1, South Tukoganj  Indore",Tukoganj,Indore,84.0,Swimming Pool|Bar / Lounge |Business Center |Currency Exchange|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Conference Facility |Fax Machine|Board Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,4,22.7176110782,75.8746234387,Best Western Plus O2,Hotel,417.0,4.5,Service Quality::4.4|Amenities::4.4|Food and Drinks::4.5|Value for Money::4.5|Location::4.5|Cleanliness::4.6,Madhya Pradesh,34fa44f6a9f49a1856f6f5ed6922c833,10000
